reward_fn,layer,delta_norm,proj_in,frac_in
ancient_civilization,0,0.107399,0.040036,0.372783
ancient_civilization,1,0.613723,0.309985,0.505090
ancient_civilization,2,0.940347,0.567006,0.602975
ancient_civilization,3,1.362155,0.941373,0.691091
ancient_civilization,4,1.984862,1.479953,0.745620
ancient_civilization,5,2.574376,1.823870,0.708470
ancient_civilization,6,3.308404,2.349882,0.710276
ancient_civilization,7,3.810475,2.608768,0.684631
ancient_civilization,8,4.971687,3.742665,0.752796
ancient_civilization,9,5.745135,4.233453,0.736876
ancient_civilization,10,6.448779,4.631000,0.718120
ancient_civilization,11,6.947651,5.126867,0.737928
ancient_civilization,12,7.581419,5.665276,0.747258
ancient_civilization,13,8.039210,6.046981,0.752186
ancient_civilization,14,8.712239,6.649679,0.763257
ancient_civilization,15,9.535777,7.410267,0.777102
ancient_civilization,16,10.412214,8.265094,0.793788
ancient_civilization,17,11.401596,8.961778,0.786011
ancient_civilization,18,12.197473,9.537047,0.781887
ancient_civilization,19,14.547531,11.727675,0.806163
ancient_civilization,20,19.045918,16.179340,0.849491
ancient_civilization,21,20.003430,16.796775,0.839695
ancient_civilization,22,22.237658,18.792424,0.845072
ancient_civilization,23,26.351832,22.649643,0.859509
ancient_civilization,24,31.371779,26.671483,0.850174
ancient_civilization,25,34.837228,28.686060,0.823431
ancient_civilization,26,37.706524,30.299160,0.803552
ancient_civilization,27,40.183459,31.633717,0.787232
ancient_civilization,28,44.563856,34.284702,0.769339
ancient_civilization,29,50.344742,38.597467,0.766663
ancient_civilization,30,55.730672,40.837109,0.732758
ancient_civilization,31,65.380523,47.382431,0.724718
ancient_civilization,32,73.113583,51.827630,0.708865
ancient_civilization,33,81.237886,58.259455,0.717146
ancient_civilization,34,87.931590,63.352667,0.720477
ancient_civilization,35,114.135733,90.748001,0.795088
ancient_civilization,36,21.850878,19.324499,0.884381
architectural_element,0,0.167084,0.066219,0.396323
architectural_element,1,1.009186,0.441711,0.437690
architectural_element,2,1.449565,0.774433,0.534252
architectural_element,3,1.997758,1.313099,0.657286
architectural_element,4,2.891583,2.040733,0.705749
architectural_element,5,3.916505,2.671353,0.682076
architectural_element,6,5.085567,3.571736,0.702328
architectural_element,7,6.125419,4.408927,0.719775
architectural_element,8,7.473954,5.714719,0.764618
architectural_element,9,8.497934,6.382635,0.751081
architectural_element,10,9.319768,7.171337,0.769476
architectural_element,11,9.881365,7.607106,0.769844
architectural_element,12,10.729127,8.103247,0.755257
architectural_element,13,11.461799,8.658367,0.755411
architectural_element,14,12.430123,9.339339,0.751347
architectural_element,15,13.378874,10.177654,0.760726
architectural_element,16,14.373663,11.133454,0.774573
architectural_element,17,15.888823,12.308033,0.774635
architectural_element,18,17.126452,13.160033,0.768404
architectural_element,19,19.692940,15.567921,0.790533
architectural_element,20,25.244425,20.683273,0.819320
architectural_element,21,26.752801,21.471272,0.802580
architectural_element,22,29.395007,23.872105,0.812114
architectural_element,23,35.873843,29.560843,0.824022
architectural_element,24,42.819469,34.886429,0.814733
architectural_element,25,48.840942,38.761336,0.793624
architectural_element,26,53.364232,41.975185,0.786579
architectural_element,27,57.122009,44.118427,0.772354
architectural_element,28,64.913246,50.285314,0.774654
architectural_element,29,73.260265,55.888087,0.762870
architectural_element,30,80.334472,59.688150,0.742995
architectural_element,31,94.059895,69.215302,0.735864
architectural_element,32,105.087949,76.146293,0.724596
architectural_element,33,119.241375,87.586327,0.734530
architectural_element,34,132.410954,98.032983,0.740369
architectural_element,35,198.545287,167.038975,0.841314
architectural_element,36,34.753555,31.111734,0.895210
astronomical_object,0,0.183350,0.119634,0.652488
astronomical_object,1,1.033378,0.602808,0.583337
astronomical_object,2,1.452736,0.784096,0.539737
astronomical_object,3,1.974708,1.151835,0.583294
astronomical_object,4,2.807991,1.673689,0.596045
astronomical_object,5,3.799462,2.221087,0.584579
astronomical_object,6,5.020959,2.986391,0.594785
astronomical_object,7,6.080655,3.486422,0.573363
astronomical_object,8,7.338493,4.136849,0.563719
astronomical_object,9,8.541688,4.737295,0.554609
astronomical_object,10,9.889747,5.593169,0.565552
astronomical_object,11,10.648154,6.139520,0.576581
astronomical_object,12,11.575664,6.548669,0.565727
astronomical_object,13,12.274264,7.104884,0.578844
astronomical_object,14,13.173396,7.734441,0.587126
astronomical_object,15,14.201884,8.540638,0.601374
astronomical_object,16,15.407596,9.741457,0.632250
astronomical_object,17,16.920729,11.084025,0.655056
astronomical_object,18,18.207820,11.699639,0.642561
astronomical_object,19,21.286360,14.311853,0.672349
astronomical_object,20,26.996725,19.679594,0.728962
astronomical_object,21,28.739280,20.435594,0.711068
astronomical_object,22,31.554368,22.256139,0.705327
astronomical_object,23,37.263747,26.545547,0.712369
astronomical_object,24,44.621701,30.570329,0.685100
astronomical_object,25,53.089467,34.681993,0.653274
astronomical_object,26,59.423375,38.574036,0.649139
astronomical_object,27,65.560050,40.819969,0.622635
astronomical_object,28,74.618056,46.151307,0.618501
astronomical_object,29,85.800791,51.792250,0.603634
astronomical_object,30,99.880698,57.986422,0.580557
astronomical_object,31,121.543975,69.801019,0.574286
astronomical_object,32,137.230562,79.316569,0.577980
astronomical_object,33,150.870417,89.521220,0.593365
astronomical_object,34,160.350189,94.217515,0.587573
astronomical_object,35,193.388196,126.742578,0.655379
astronomical_object,36,39.852568,31.783952,0.797538
bird_species,0,0.141677,0.077379,0.546166
bird_species,1,0.827635,0.407774,0.492697
bird_species,2,1.206927,0.553722,0.458787
bird_species,3,1.661361,0.865561,0.520995
bird_species,4,2.399669,1.363499,0.568203
bird_species,5,3.264208,1.846172,0.565581
bird_species,6,4.317532,2.517148,0.583006
bird_species,7,5.183633,3.055011,0.589357
bird_species,8,6.392259,3.934276,0.615475
bird_species,9,7.470807,4.324990,0.578919
bird_species,10,9.046952,4.971218,0.549491
bird_species,11,9.984709,5.574381,0.558292
bird_species,12,11.291650,6.337342,0.561241
bird_species,13,12.336883,7.109448,0.576276
bird_species,14,13.008860,7.663353,0.589087
bird_species,15,13.888503,8.292588,0.597083
bird_species,16,14.812285,9.213416,0.622012
bird_species,17,16.049284,10.170019,0.633674
bird_species,18,17.365723,10.885690,0.626849
bird_species,19,19.692543,12.720269,0.645943
bird_species,20,24.115736,16.313140,0.676452
bird_species,21,25.593363,16.839739,0.657973
bird_species,22,27.958135,18.469223,0.660603
bird_species,23,32.960534,22.064456,0.669420
bird_species,24,40.708592,26.331316,0.646825
bird_species,25,49.241438,30.062318,0.610509
bird_species,26,55.562942,33.851834,0.609252
bird_species,27,61.861195,36.807241,0.594997
bird_species,28,70.757407,41.612723,0.588104
bird_species,29,79.823374,45.925964,0.575345
bird_species,30,93.357901,50.312063,0.538916
bird_species,31,111.889052,58.107595,0.519332
bird_species,32,124.609119,64.271811,0.515787
bird_species,33,133.157415,68.917752,0.517566
bird_species,34,139.809795,71.951830,0.514641
bird_species,35,163.708163,93.005083,0.568115
bird_species,36,28.751473,19.110558,0.664681
body_part,0,0.140294,0.040027,0.285306
body_part,1,0.902737,0.259452,0.287406
body_part,2,1.370822,0.520782,0.379905
body_part,3,1.958048,1.050265,0.536384
body_part,4,2.794446,1.677526,0.600307
body_part,5,3.762479,2.173788,0.577754
body_part,6,4.983352,2.947957,0.591561
body_part,7,6.259689,3.919478,0.626146
body_part,8,7.977260,5.511675,0.690923
body_part,9,9.256878,6.175094,0.667082
body_part,10,10.804844,7.051503,0.652624
body_part,11,11.306870,7.170577,0.634179
body_part,12,12.209941,7.464065,0.611311
body_part,13,12.888164,7.768754,0.602782
body_part,14,13.922533,8.462118,0.607800
body_part,15,14.750976,9.299235,0.630415
body_part,16,15.586281,10.190327,0.653801
body_part,17,17.064871,11.331241,0.664010
body_part,18,18.570599,12.377567,0.666514
body_part,19,21.056107,14.616550,0.694172
body_part,20,25.656958,18.980298,0.739772
body_part,21,27.246494,19.665201,0.721752
body_part,22,30.274311,21.992454,0.726439
body_part,23,35.876706,26.020881,0.725286
body_part,24,43.218004,30.052759,0.695376
body_part,25,51.230718,31.382431,0.612571
body_part,26,57.479025,33.582636,0.584259
body_part,27,63.869055,35.483790,0.555571
body_part,28,72.178725,36.640332,0.507633
body_part,29,82.617885,38.120420,0.461406
body_part,30,92.894282,36.589622,0.393885
body_part,31,110.300301,33.849474,0.306885
body_part,32,125.170504,28.550904,0.228096
body_part,33,136.515439,29.256503,0.214309
body_part,34,148.080167,35.033898,0.236587
body_part,35,165.860066,58.857430,0.354862
body_part,36,24.199996,9.794231,0.404720
chemical_element,0,0.162096,0.044385,0.273822
chemical_element,1,0.854136,0.228805,0.267879
chemical_element,2,1.269309,0.409340,0.322490
chemical_element,3,1.824493,0.761961,0.417629
chemical_element,4,2.725372,1.319477,0.484146
chemical_element,5,3.725809,1.905986,0.511563
chemical_element,6,4.879915,2.740193,0.561525
chemical_element,7,6.092571,3.608535,0.592285
chemical_element,8,8.017333,5.334652,0.665390
chemical_element,9,9.315900,6.062422,0.650761
chemical_element,10,10.709662,6.916844,0.645851
chemical_element,11,11.434643,7.425530,0.649389
chemical_element,12,12.456181,7.779589,0.624556
chemical_element,13,13.086315,8.127608,0.621077
chemical_element,14,14.276380,8.864410,0.620914
chemical_element,15,15.264803,9.204982,0.603020
chemical_element,16,16.148303,9.685792,0.599802
chemical_element,17,18.194553,11.158246,0.613274
chemical_element,18,20.569298,12.888937,0.626610
chemical_element,19,23.417273,14.477408,0.618236
chemical_element,20,28.635684,17.920297,0.625803
chemical_element,21,31.563891,19.425402,0.615431
chemical_element,22,35.333932,22.235164,0.629286
chemical_element,23,43.229606,27.946935,0.646477
chemical_element,24,53.783207,35.445214,0.659039
chemical_element,25,60.958065,40.192462,0.659346
chemical_element,26,68.039281,45.817143,0.673393
chemical_element,27,73.831772,49.857064,0.675279
chemical_element,28,82.311920,56.843040,0.690581
chemical_element,29,91.016919,61.981398,0.680988
chemical_element,30,99.223809,65.487631,0.659999
chemical_element,31,114.990043,75.086537,0.652983
chemical_element,32,124.745736,80.506459,0.645364
chemical_element,33,136.390219,87.325183,0.640260
chemical_element,34,155.206781,99.398459,0.640426
chemical_element,35,225.914957,174.706200,0.773327
chemical_element,36,41.721066,29.935519,0.717516
chess_term,0,0.164315,0.085039,0.517534
chess_term,1,0.865732,0.321175,0.370986
chess_term,2,1.358017,0.596790,0.439456
chess_term,3,2.012899,1.174419,0.583446
chess_term,4,2.973931,1.930467,0.649130
chess_term,5,4.236118,2.626117,0.619935
chess_term,6,5.481383,3.474627,0.633896
chess_term,7,6.408414,4.397569,0.686218
chess_term,8,8.249122,6.037971,0.731953
chess_term,9,9.497843,6.659207,0.701128
chess_term,10,10.554335,7.492107,0.709861
chess_term,11,10.918358,7.590647,0.695219
chess_term,12,11.524066,7.790434,0.676014
chess_term,13,12.207173,8.328435,0.682257
chess_term,14,13.323879,9.097623,0.682806
chess_term,15,14.218271,9.685588,0.681207
chess_term,16,15.053518,10.445122,0.693866
chess_term,17,16.620695,11.778816,0.708684
chess_term,18,18.528173,13.161091,0.710329
chess_term,19,21.221160,15.185540,0.715585
chess_term,20,25.984966,19.481088,0.749706
chess_term,21,27.875053,20.571302,0.737983
chess_term,22,31.080328,23.357548,0.751522
chess_term,23,37.646724,29.000395,0.770330
chess_term,24,45.558465,34.775476,0.763315
chess_term,25,52.434082,38.586569,0.735906
chess_term,26,57.822243,42.575764,0.736322
chess_term,27,62.743263,44.826622,0.714445
chess_term,28,70.213461,48.618391,0.692437
chess_term,29,78.368576,52.188779,0.665940
chess_term,30,84.904756,53.383528,0.628746
chess_term,31,98.090745,58.753776,0.598974
chess_term,32,107.598905,61.493223,0.571504
chess_term,33,119.078930,69.078361,0.580106
chess_term,34,133.479638,79.040686,0.592155
chess_term,35,173.206586,126.525424,0.730489
chess_term,36,33.711082,26.807583,0.795216
color_adjective,0,0.197747,0.050929,0.257545
color_adjective,1,0.905987,0.285583,0.315218
color_adjective,2,1.468148,0.711255,0.484457
color_adjective,3,2.087681,1.319516,0.632049
color_adjective,4,2.844365,1.920932,0.675346
color_adjective,5,3.597818,2.369197,0.658509
color_adjective,6,4.546793,3.070242,0.675254
color_adjective,7,5.406645,3.639167,0.673092
color_adjective,8,6.843366,4.878818,0.712927
color_adjective,9,8.043888,5.656307,0.703181
color_adjective,10,8.963827,6.299429,0.702761
color_adjective,11,9.837894,6.648979,0.675854
color_adjective,12,10.618489,7.068504,0.665679
color_adjective,13,11.444409,7.740596,0.676365
color_adjective,14,12.465564,8.690554,0.697165
color_adjective,15,13.305924,9.582934,0.720201
color_adjective,16,14.298377,10.549420,0.737805
color_adjective,17,16.004043,11.838865,0.739742
color_adjective,18,17.378709,12.937795,0.744462
color_adjective,19,20.311349,15.774404,0.776630
color_adjective,20,26.172761,21.453578,0.819691
color_adjective,21,27.804767,22.434446,0.806856
color_adjective,22,30.664756,24.860133,0.810707
color_adjective,23,37.890892,30.608417,0.807804
color_adjective,24,46.315766,36.657041,0.791459
color_adjective,25,54.810151,41.263693,0.752848
color_adjective,26,60.844120,45.246552,0.743647
color_adjective,27,66.461672,47.601925,0.716231
color_adjective,28,78.146708,56.277562,0.720153
color_adjective,29,88.870164,63.467854,0.714164
color_adjective,30,100.454822,70.139230,0.698217
color_adjective,31,123.804178,84.959247,0.686239
color_adjective,32,137.749683,93.873191,0.681477
color_adjective,33,152.810266,106.166111,0.694758
color_adjective,34,171.837260,119.382973,0.694744
color_adjective,35,246.794182,199.105583,0.806768
color_adjective,36,54.661205,47.651608,0.871763
container_vessel,0,0.172036,0.011965,0.069547
container_vessel,1,0.748476,0.156982,0.209736
container_vessel,2,1.164859,0.557658,0.478735
container_vessel,3,1.842863,1.266476,0.687233
container_vessel,4,2.844000,2.047921,0.720085
container_vessel,5,3.948155,2.720046,0.688941
container_vessel,6,5.092910,3.580436,0.703024
container_vessel,7,6.001831,4.376893,0.729260
container_vessel,8,7.792462,6.141005,0.788070
container_vessel,9,9.169592,7.137179,0.778353
container_vessel,10,10.097219,7.863513,0.778780
container_vessel,11,10.540914,8.212339,0.779092
container_vessel,12,11.330477,8.746938,0.771983
container_vessel,13,12.326271,9.585328,0.777634
container_vessel,14,13.433151,10.643944,0.792364
container_vessel,15,14.345212,11.427028,0.796574
container_vessel,16,15.586642,12.683197,0.813722
container_vessel,17,17.575414,13.975280,0.795161
container_vessel,18,19.295379,15.391982,0.797703
container_vessel,19,22.284118,18.156447,0.814771
container_vessel,20,28.634164,24.065853,0.840459
container_vessel,21,30.463101,25.266211,0.829404
container_vessel,22,34.151560,28.661204,0.839236
container_vessel,23,42.136363,35.344875,0.838821
container_vessel,24,49.604612,41.494363,0.836502
container_vessel,25,56.922633,46.426012,0.815598
container_vessel,26,63.587733,51.289468,0.806594
container_vessel,27,67.884962,53.770151,0.792078
container_vessel,28,78.532460,62.338614,0.793794
container_vessel,29,85.829185,67.780442,0.789713
container_vessel,30,94.337570,72.602556,0.769604
container_vessel,31,107.348284,81.919095,0.763115
container_vessel,32,116.042569,86.934836,0.749163
container_vessel,33,131.129821,98.764440,0.753181
container_vessel,34,152.209431,114.882713,0.754767
container_vessel,35,250.029692,207.971529,0.831787
container_vessel,36,49.403618,44.692888,0.904648
contains_ampersand,0,0.184528,0.041626,0.225583
contains_ampersand,1,1.191886,0.273245,0.229255
contains_ampersand,2,1.830940,0.753868,0.411738
contains_ampersand,3,2.474106,1.182840,0.478088
contains_ampersand,4,3.433360,1.727364,0.503112
contains_ampersand,5,4.250375,2.134454,0.502180
contains_ampersand,6,5.356711,2.774485,0.517946
contains_ampersand,7,6.144025,3.124678,0.508572
contains_ampersand,8,7.730148,4.202505,0.543651
contains_ampersand,9,8.887544,4.872327,0.548220
contains_ampersand,10,9.771535,5.288057,0.541170
contains_ampersand,11,10.622493,5.353482,0.503976
contains_ampersand,12,11.640639,6.273577,0.538938
contains_ampersand,13,12.284378,6.818233,0.555033
contains_ampersand,14,13.153420,7.260798,0.552008
contains_ampersand,15,13.890452,7.871633,0.566694
contains_ampersand,16,14.745042,8.618721,0.584517
contains_ampersand,17,16.996945,9.470743,0.557203
contains_ampersand,18,18.701293,10.632127,0.568524
contains_ampersand,19,21.728271,13.150305,0.605216
contains_ampersand,20,26.699541,16.214964,0.607312
contains_ampersand,21,29.551859,17.553841,0.594001
contains_ampersand,22,33.552742,20.271844,0.604178
contains_ampersand,23,40.690558,23.958197,0.588790
contains_ampersand,24,47.795061,27.023044,0.565394
contains_ampersand,25,56.992149,31.288411,0.548995
contains_ampersand,26,59.287681,31.556260,0.532257
contains_ampersand,27,66.641565,35.034075,0.525709
contains_ampersand,28,72.947471,38.296265,0.524984
contains_ampersand,29,79.577651,41.196244,0.517686
contains_ampersand,30,86.659085,42.928788,0.495375
contains_ampersand,31,99.898342,47.918909,0.479677
contains_ampersand,32,107.263292,49.176854,0.458469
contains_ampersand,33,121.085798,57.459038,0.474532
contains_ampersand,34,139.831672,72.765485,0.520379
contains_ampersand,35,185.108607,117.144849,0.632844
contains_ampersand,36,35.204427,25.833452,0.733813
contains_colon,0,0.132329,0.031423,0.237464
contains_colon,1,0.845868,0.200480,0.237011
contains_colon,2,1.252133,0.317591,0.253640
contains_colon,3,1.708551,0.335211,0.196196
contains_colon,4,2.353536,0.503908,0.214107
contains_colon,5,3.145396,0.583781,0.185599
contains_colon,6,3.800370,0.587035,0.154468
contains_colon,7,4.447442,0.421964,0.094878
contains_colon,8,5.428757,0.181762,0.033481
contains_colon,9,6.309128,0.306790,0.048626
contains_colon,10,7.146253,0.086280,0.012074
contains_colon,11,7.434860,0.049363,0.006639
contains_colon,12,7.959407,0.239929,0.030144
contains_colon,13,8.351076,0.449212,0.053791
contains_colon,14,9.066592,0.437143,0.048215
contains_colon,15,9.693030,0.764937,0.078916
contains_colon,16,10.274981,1.214912,0.118240
contains_colon,17,22.296421,2.260674,0.101392
contains_colon,18,23.219828,2.652510,0.114235
contains_colon,19,24.788961,3.310360,0.133542
contains_colon,20,28.462904,2.528089,0.088821
contains_colon,21,30.240252,3.253697,0.107595
contains_colon,22,31.899904,4.385941,0.137491
contains_colon,23,35.846511,3.419315,0.095388
contains_colon,24,40.560033,2.669468,0.065815
contains_colon,25,44.889498,2.648490,0.059000
contains_colon,26,47.046038,0.309537,0.006579
contains_colon,27,50.042434,-0.237292,-0.004742
contains_colon,28,53.935124,-3.215863,-0.059625
contains_colon,29,59.440791,-2.308767,-0.038841
contains_colon,30,66.425007,-2.806752,-0.042254
contains_colon,31,75.931663,-5.186278,-0.068302
contains_colon,32,80.976972,-6.148191,-0.075925
contains_colon,33,87.839211,-6.237703,-0.071013
contains_colon,34,97.482150,-5.755565,-0.059042
contains_colon,35,115.955991,-16.749030,-0.144443
contains_colon,36,17.916742,4.478275,0.249949
contains_dash,0,0.168226,0.011218,0.066685
contains_dash,1,0.940011,0.089609,0.095328
contains_dash,2,1.546177,0.461163,0.298260
contains_dash,3,2.260706,0.934431,0.413336
contains_dash,4,3.260760,1.479275,0.453660
contains_dash,5,4.422719,1.720063,0.388915
contains_dash,6,5.774883,2.337663,0.404798
contains_dash,7,7.122882,2.734633,0.383922
contains_dash,8,8.446281,3.652913,0.432488
contains_dash,9,10.138631,4.572931,0.451040
contains_dash,10,11.052644,4.845007,0.438357
contains_dash,11,11.886456,5.088645,0.428104
contains_dash,12,13.117976,5.460763,0.416281
contains_dash,13,13.880361,5.737706,0.413369
contains_dash,14,14.439416,5.872640,0.406709
contains_dash,15,15.527434,6.991387,0.450260
contains_dash,16,16.469006,7.429692,0.451132
contains_dash,17,66.987925,10.620683,0.158546
contains_dash,18,67.724921,12.753880,0.188319
contains_dash,19,68.038893,13.895202,0.204224
contains_dash,20,70.623699,8.707420,0.123293
contains_dash,21,71.464939,9.312171,0.130304
contains_dash,22,72.229499,11.776644,0.163045
contains_dash,23,74.233092,10.679513,0.143865
contains_dash,24,80.413879,11.873734,0.147658
contains_dash,25,85.213360,13.520856,0.158671
contains_dash,26,87.346427,13.470293,0.154217
contains_dash,27,89.700505,15.626182,0.174204
contains_dash,28,93.956835,9.607343,0.102253
contains_dash,29,97.844081,13.863702,0.141692
contains_dash,30,104.468754,12.813935,0.122658
contains_dash,31,113.280440,13.185536,0.116397
contains_dash,32,121.978101,12.630666,0.103549
contains_dash,33,129.310145,15.734782,0.121682
contains_dash,34,136.938629,15.972006,0.116636
contains_dash,35,148.925826,42.389939,0.284638
contains_dash,36,25.664596,14.913671,0.581099
contains_dollar,0,0.294814,-0.014275,-0.048422
contains_dollar,1,1.181908,0.059160,0.050054
contains_dollar,2,1.812740,0.600980,0.331532
contains_dollar,3,2.493570,1.171925,0.469979
contains_dollar,4,3.551192,1.794934,0.505446
contains_dollar,5,4.686544,2.277399,0.485944
contains_dollar,6,5.851841,2.835261,0.484508
contains_dollar,7,6.793590,3.250475,0.478462
contains_dollar,8,8.313627,4.650726,0.559410
contains_dollar,9,9.696657,5.542759,0.571616
contains_dollar,10,10.686825,5.802798,0.542986
contains_dollar,11,11.359078,5.953471,0.524116
contains_dollar,12,12.452098,6.454290,0.518330
contains_dollar,13,13.104582,7.149710,0.545589
contains_dollar,14,14.237884,8.187230,0.575031
contains_dollar,15,14.768542,8.632190,0.584498
contains_dollar,16,15.929287,9.855618,0.618711
contains_dollar,17,18.047651,11.130849,0.616748
contains_dollar,18,19.446547,11.752065,0.604327
contains_dollar,19,22.594531,14.213195,0.629055
contains_dollar,20,28.744245,19.451821,0.676721
contains_dollar,21,31.391477,20.522619,0.653764
contains_dollar,22,35.766026,23.954848,0.669765
contains_dollar,23,43.140780,29.800697,0.690778
contains_dollar,24,51.512512,35.074322,0.680889
contains_dollar,25,61.255509,39.618460,0.646774
contains_dollar,26,67.740332,43.452889,0.641463
contains_dollar,27,74.665849,45.192718,0.605266
contains_dollar,28,87.561320,54.317424,0.620336
contains_dollar,29,97.694133,58.502759,0.598836
contains_dollar,30,109.021203,63.793229,0.585145
contains_dollar,31,125.314047,72.699681,0.580140
contains_dollar,32,137.111625,77.899041,0.568143
contains_dollar,33,153.261790,87.701242,0.572232
contains_dollar,34,184.981496,109.448289,0.591672
contains_dollar,35,293.507438,212.320547,0.723391
contains_dollar,36,69.137289,56.629722,0.819091
contains_ellipsis,0,0.238761,0.076620,0.320905
contains_ellipsis,1,1.502139,0.412566,0.274652
contains_ellipsis,2,2.206184,0.615076,0.278796
contains_ellipsis,3,2.862602,0.703851,0.245878
contains_ellipsis,4,3.911121,1.039851,0.265870
contains_ellipsis,5,5.134417,1.323300,0.257731
contains_ellipsis,6,6.240102,1.670071,0.267635
contains_ellipsis,7,7.380381,1.912520,0.259136
contains_ellipsis,8,9.208727,2.484182,0.269764
contains_ellipsis,9,11.046694,2.913799,0.263771
contains_ellipsis,10,11.792398,2.796725,0.237163
contains_ellipsis,11,12.808251,3.318067,0.259057
contains_ellipsis,12,13.692850,3.720193,0.271689
contains_ellipsis,13,13.915757,3.715939,0.267031
contains_ellipsis,14,14.643846,3.969439,0.271065
contains_ellipsis,15,15.406553,4.185846,0.271693
contains_ellipsis,16,16.386464,4.677768,0.285465
contains_ellipsis,17,17.277710,5.265982,0.304785
contains_ellipsis,18,19.597424,6.004138,0.306374
contains_ellipsis,19,23.105414,8.020040,0.347107
contains_ellipsis,20,29.663140,11.273481,0.380050
contains_ellipsis,21,33.990030,12.895384,0.379387
contains_ellipsis,22,37.873821,14.877072,0.392806
contains_ellipsis,23,43.597203,16.997569,0.389878
contains_ellipsis,24,52.851710,19.812972,0.374879
contains_ellipsis,25,58.850699,21.223422,0.360632
contains_ellipsis,26,62.143204,21.119248,0.339848
contains_ellipsis,27,67.663095,23.441746,0.346448
contains_ellipsis,28,74.995861,26.943772,0.359270
contains_ellipsis,29,85.079281,29.961828,0.352164
contains_ellipsis,30,91.862790,30.087934,0.327531
contains_ellipsis,31,103.538810,31.572480,0.304934
contains_ellipsis,32,110.767984,31.567917,0.284991
contains_ellipsis,33,124.879755,40.783268,0.326580
contains_ellipsis,34,139.362035,45.610442,0.327280
contains_ellipsis,35,172.743711,62.787847,0.363474
contains_ellipsis,36,31.469515,12.571883,0.399494
contains_emoji,0,0.154034,0.033700,0.218782
contains_emoji,1,0.921691,0.110552,0.119945
contains_emoji,2,1.373694,0.347159,0.252720
contains_emoji,3,1.889227,0.690171,0.365319
contains_emoji,4,2.773478,1.228852,0.443073
contains_emoji,5,3.895700,1.753870,0.450207
contains_emoji,6,4.741165,2.152427,0.453987
contains_emoji,7,5.561386,2.657558,0.477859
contains_emoji,8,7.106675,3.839882,0.540321
contains_emoji,9,7.937263,4.287832,0.540215
contains_emoji,10,8.685240,4.646076,0.534939
contains_emoji,11,9.139234,4.827256,0.528190
contains_emoji,12,10.006441,5.342247,0.533881
contains_emoji,13,10.473082,5.643822,0.538888
contains_emoji,14,11.292001,6.229048,0.551634
contains_emoji,15,11.724133,6.342492,0.540977
contains_emoji,16,12.552206,7.026335,0.559769
contains_emoji,17,29.007752,7.090942,0.244450
contains_emoji,18,29.777341,7.082591,0.237852
contains_emoji,19,30.759041,8.987065,0.292176
contains_emoji,20,33.420136,14.315656,0.428354
contains_emoji,21,36.033462,15.798930,0.438452
contains_emoji,22,38.262171,17.624867,0.460634
contains_emoji,23,42.508514,21.770458,0.512143
contains_emoji,24,48.451067,24.397690,0.503553
contains_emoji,25,56.410904,27.601132,0.489287
contains_emoji,26,59.302387,28.239578,0.476196
contains_emoji,27,64.602270,29.946827,0.463557
contains_emoji,28,71.073447,34.181530,0.480932
contains_emoji,29,78.313678,36.089616,0.460834
contains_emoji,30,84.264576,37.358360,0.443346
contains_emoji,31,96.537544,41.174604,0.426514
contains_emoji,32,106.332733,42.209702,0.396959
contains_emoji,33,120.655757,48.477696,0.401785
contains_emoji,34,135.532070,60.239672,0.444468
contains_emoji,35,154.557721,71.345470,0.461611
contains_emoji,36,26.928067,6.769628,0.251397
contains_number,0,0.135504,0.023305,0.171984
contains_number,1,0.832280,0.213335,0.256326
contains_number,2,1.265557,0.577715,0.456491
contains_number,3,1.774267,1.036440,0.584151
contains_number,4,2.480101,1.565674,0.631295
contains_number,5,3.279921,1.966889,0.599676
contains_number,6,4.293025,2.654142,0.618245
contains_number,7,5.316239,3.180385,0.598240
contains_number,8,6.801096,4.539859,0.667519
contains_number,9,7.879863,5.159855,0.654815
contains_number,10,8.748384,5.742203,0.656373
contains_number,11,9.414089,6.153891,0.653690
contains_number,12,10.360907,6.660504,0.642849
contains_number,13,10.864459,7.101418,0.653637
contains_number,14,11.739777,8.027175,0.683759
contains_number,15,12.360021,8.809883,0.712772
contains_number,16,13.377110,9.799202,0.732535
contains_number,17,14.502038,10.659860,0.735059
contains_number,18,15.723069,11.488626,0.730686
contains_number,19,18.900588,14.388658,0.761281
contains_number,20,24.937626,20.109219,0.806381
contains_number,21,26.261980,20.619502,0.785147
contains_number,22,29.269744,23.096795,0.789101
contains_number,23,35.304422,28.195471,0.798639
contains_number,24,42.547602,33.360846,0.784083
contains_number,25,47.877833,35.753904,0.746774
contains_number,26,51.577605,37.396627,0.725056
contains_number,27,55.961058,38.614731,0.690029
contains_number,28,62.333673,41.538431,0.666388
contains_number,29,71.431177,46.386671,0.649390
contains_number,30,78.756456,47.656434,0.605111
contains_number,31,89.366129,51.046852,0.571210
contains_number,32,96.942708,50.481542,0.520736
contains_number,33,105.765880,54.134457,0.511833
contains_number,34,114.526781,58.779622,0.513239
contains_number,35,131.329422,65.926167,0.501991
contains_number,36,16.474805,4.783002,0.290322
contains_parentheses,0,0.372372,0.110096,0.295662
contains_parentheses,1,2.326193,0.786119,0.337942
contains_parentheses,2,3.596189,1.310971,0.364545
contains_parentheses,3,4.767140,1.887126,0.395861
contains_parentheses,4,6.840341,2.675955,0.391202
contains_parentheses,5,9.675440,3.160823,0.326685
